algo_config,dgp_config_folder,algorithm,full_alpha_range,dataset,feature_dim,n_train_samples,n_test_samples,mc_iterations,max_depth,min_samples_split,kappa,max_features,fit_duration (mean),fit_duration (median),noise_learning_duration (mean),noise_learning_duration (median),permutation_importance_means,permutation_importance_stds,feature_importances,Train Noise (mean),Train Noise (median),Est. Train Noise (mean),Est. Train Noise (median),Train Noise Est. Diff. (mean),Train Noise Est. Diff. (median),Train Accuracy (mean),Train Accuracy (median),Test Accuracy (mean),Test Accuracy (median),Test Precision (mean),Test Precision (median),Test Recall (mean),Test Recall (median),Test F1 (mean),Test F1 (median),Depth (mean),Depth (median),N Leaves (mean),N Leaves (median),Test AUC (mean),Test AUC (median),Test Log Loss (mean),Test Log Loss (median),Test Matthews (mean),Test Matthews (median),Class 1 Fraction (mean),Class 1 Fraction (median)
two_step.yaml,expanded,TS,0.0,Circular,30,1000,1000,300,,2,1nn,all,1.986,1.541,0.0,0.0,"0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.51,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.16,0.16,0.201,0.201,-0.041,-0.041,0.77,0.782,0.75,0.763,0.622,0.694,0.447,0.472,0.514,0.555,3.703,4.0,5.357,5.0,0.684,0.688,0.579,0.553,0.379,0.419,0.318,0.319
es_true_mse.yaml,expanded,ES*,,Circular,30,1000,1000,300,,2,mean_var,all,0.035,0.035,0.0,0.0,"0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.32,0.3,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01",0.16,0.16,0.16,0.16,0.0,0.0,0.827,0.827,0.735,0.736,0.608,0.606,0.483,0.482,0.536,0.538,5.103,5.0,24.89,24.0,0.674,0.675,1.617,1.514,0.361,0.363,0.318,0.319
post_pruned.yaml,expanded,CCP,0.0,Circular,30,1000,1000,300,,2,,all,18.772,18.821,0.0,0.0,"0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.51,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.16,0.16,,,,,0.787,0.788,0.77,0.77,0.716,0.722,0.463,0.466,0.56,0.563,4.19,4.0,5.303,5.0,0.695,0.696,0.55,0.54,0.434,0.435,0.318,0.319
two_step*.yaml,expanded,TS*,0.0,Circular,5,100,100,300,,2,mean_var,all,0.1,0.096,0.0,0.0,"0.02,0.01,0.0,0.0,0.0","0.02,0.02,0.0,0.0,0.0","0.29,0.28,0.0,0.0,0.0",0.16,0.16,0.16,0.16,0.0,0.0,0.801,0.81,0.65,0.65,0.384,0.407,0.342,0.36,0.338,0.382,3.063,3.0,5.367,5.0,0.582,0.586,2.104,1.451,0.138,0.128,0.315,0.315
max_depth.yaml,expanded,MD,,Circular,5,100,100,300,,2,,all,0.004,0.002,0.0,0.0,"0.04,0.04,-0.0,0.0,0.0","0.03,0.02,0.02,0.02,0.02","0.27,0.26,0.15,0.15,0.14",0.16,0.16,,,,,1.0,1.0,0.632,0.63,0.416,0.405,0.428,0.429,0.415,0.415,8.763,9.0,22.703,22.0,0.576,0.573,13.263,13.336,0.152,0.149,0.315,0.315
es_1nn.yaml,expanded,ES,,Circular,5,100,100,300,,2,1nn,all,0.006,0.004,0.0,0.0,"0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.26,0.28,0.0,0.01,0.0",0.16,0.16,0.189,0.19,-0.029,-0.03,0.784,0.79,0.644,0.65,0.339,0.375,0.31,0.3,0.295,0.331,2.583,3.0,5.817,6.0,0.571,0.569,2.772,2.351,0.109,0.097,0.315,0.315
two_step.yaml,expanded,TS,0.0,Circular,5,100,100,300,,2,1nn,all,0.094,0.091,0.0,0.0,"0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.3,0.32,0.0,0.0,0.0",0.16,0.16,0.189,0.19,-0.029,-0.03,0.795,0.8,0.654,0.66,0.371,0.4,0.317,0.338,0.318,0.359,2.993,3.0,5.17,5.0,0.581,0.579,2.059,1.324,0.128,0.114,0.315,0.315
es_true_mse.yaml,expanded,ES*,,Circular,5,100,100,300,,2,mean_var,all,0.003,0.002,0.0,0.0,"0.03,0.03,0.0,0.0,0.0","0.02,0.02,0.01,0.01,0.01","0.29,0.3,0.09,0.12,0.08",0.16,0.16,0.16,0.16,0.0,0.0,0.846,0.84,0.649,0.65,0.421,0.421,0.385,0.417,0.383,0.411,3.75,4.0,9.263,9.0,0.591,0.596,4.513,4.313,0.156,0.148,0.315,0.315
post_pruned.yaml,expanded,CCP,0.0,Circular,5,100,100,300,,2,,all,0.22,0.216,0.0,0.0,"0.03,0.03,0.0,0.0,0.0","0.02,0.02,0.0,0.0,0.0","0.3,0.29,0.06,0.06,0.0",0.16,0.16,,,,,0.855,0.85,0.652,0.65,0.423,0.422,0.374,0.39,0.378,0.402,4.907,5.0,8.31,6.0,0.583,0.584,3.957,2.529,0.16,0.147,0.315,0.315
two_step*.yaml,standard,TS*,0.0,Circular,5,1000,1000,300,,2,mean_var,all,0.632,0.569,0.0,0.0,"0.11,0.11,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.51,0.47,0.0,0.0,0.0",0.16,0.16,0.16,0.16,0.0,0.0,0.788,0.788,0.77,0.77,0.718,0.723,0.461,0.463,0.559,0.561,4.313,4.0,5.587,5.0,0.696,0.696,0.553,0.541,0.433,0.436,0.318,0.319
two_step*_full.yaml,standard,TS*,1.0,Circular,5,1000,1000,300,,2,mean_var,all,0.672,0.609,0.0,0.0,"0.11,0.11,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.51,0.47,0.0,0.0,0.0",0.16,0.16,0.16,0.16,0.0,0.0,0.786,0.788,0.768,0.769,0.706,0.722,0.453,0.461,0.549,0.561,4.247,4.0,5.52,5.0,0.692,0.696,0.554,0.542,0.426,0.434,0.318,0.319
post_pruned_full.yaml,standard,CCP,1.0,Circular,5,1000,1000,300,,2,,all,4.745,4.769,0.0,0.0,"0.11,0.11,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.51,0.47,0.0,0.0,0.0",0.16,0.16,,,,,0.786,0.788,0.767,0.769,0.7,0.723,0.446,0.459,0.543,0.56,4.42,4.0,5.697,5.0,0.69,0.694,0.56,0.543,0.421,0.433,0.318,0.319
max_depth.yaml,standard,MD,,Circular,5,1000,1000,300,,2,,all,0.014,0.013,0.0,0.0,"0.07,0.07,0.0,-0.0,-0.0","0.01,0.01,0.01,0.01,0.01","0.27,0.27,0.15,0.15,0.15",0.16,0.16,,,,,1.0,1.0,0.659,0.659,0.466,0.467,0.478,0.477,0.471,0.473,19.02,19.0,206.127,206.0,0.611,0.611,12.289,12.291,0.22,0.222,0.318,0.319
es_1nn.yaml,standard,ES,,Circular,5,1000,1000,300,,2,1nn,all,0.016,0.015,0.0,0.0,"0.11,0.11,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.43,0.41,0.05,0.04,0.05",0.16,0.16,0.178,0.178,-0.018,-0.018,0.803,0.804,0.753,0.754,0.658,0.658,0.476,0.479,0.55,0.553,4.613,5.0,20.62,22.0,0.688,0.688,1.146,1.061,0.397,0.396,0.318,0.319
two_step.yaml,standard,TS,0.0,Circular,5,1000,1000,300,,2,1nn,all,0.782,0.79,0.0,0.0,"0.11,0.11,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.51,0.48,0.0,0.0,0.0",0.16,0.16,0.178,0.178,-0.018,-0.018,0.788,0.788,0.77,0.77,0.718,0.723,0.46,0.462,0.559,0.561,4.353,4.0,5.62,5.0,0.696,0.697,0.553,0.541,0.433,0.435,0.318,0.319
es_true_mse.yaml,standard,ES*,,Circular,5,1000,1000,300,,2,mean_var,all,0.008,0.007,0.0,0.0,"0.1,0.1,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.4,0.39,0.06,0.06,0.06",0.16,0.16,0.16,0.16,0.0,0.0,0.816,0.816,0.747,0.747,0.641,0.643,0.474,0.479,0.543,0.544,5.303,5.0,28.99,26.0,0.683,0.684,1.55,1.466,0.383,0.384,0.318,0.319
two_step_full.yaml,standard,TS,1.0,Circular,5,1000,1000,300,,2,1nn,all,0.816,0.816,0.0,0.0,"0.11,0.11,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.51,0.48,0.0,0.0,0.0",0.16,0.16,0.178,0.178,-0.018,-0.018,0.786,0.788,0.768,0.769,0.706,0.722,0.452,0.461,0.549,0.56,4.287,4.0,5.553,5.0,0.693,0.696,0.555,0.542,0.426,0.434,0.318,0.319
post_pruned.yaml,standard,CCP,0.0,Circular,5,1000,1000,300,,2,,all,4.714,4.75,0.0,0.0,"0.11,0.11,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.51,0.47,0.0,0.0,0.0",0.16,0.16,,,,,0.789,0.788,0.77,0.77,0.72,0.724,0.458,0.462,0.558,0.561,4.537,4.0,5.813,5.0,0.696,0.696,0.558,0.541,0.433,0.434,0.318,0.319
two_step*.yaml,standard,TS*,0.0,Circular,2,1000,1000,300,,2,mean_var,all,0.442,0.399,0.0,0.0,"0.11,0.11","0.01,0.01","0.51,0.49",0.16,0.16,0.16,0.16,0.0,0.0,0.789,0.788,0.771,0.77,0.719,0.723,0.462,0.465,0.561,0.563,4.487,4.0,6.157,5.0,0.697,0.698,0.562,0.541,0.435,0.434,0.318,0.319
two_step*_full.yaml,standard,TS*,1.0,Circular,2,1000,1000,300,,2,mean_var,all,0.466,0.419,0.0,0.0,"0.11,0.11","0.01,0.01","0.51,0.49",0.16,0.16,0.16,0.16,0.0,0.0,0.787,0.788,0.769,0.77,0.707,0.722,0.454,0.464,0.551,0.563,4.413,4.0,6.067,5.0,0.694,0.697,0.564,0.542,0.428,0.434,0.318,0.319
post_pruned_full.yaml,standard,CCP,1.0,Circular,2,1000,1000,300,,2,,all,3.165,3.183,0.0,0.0,"0.11,0.11","0.01,0.01","0.51,0.49",0.16,0.16,,,,,0.789,0.79,0.769,0.771,0.711,0.725,0.451,0.461,0.55,0.56,4.833,4.0,6.43,5.0,0.693,0.696,0.571,0.544,0.429,0.436,0.318,0.319
max_depth.yaml,standard,MD,,Circular,2,1000,1000,300,,2,,all,0.009,0.008,0.0,0.0,"0.07,0.07","0.01,0.01","0.5,0.5",0.16,0.16,,,,,1.0,1.0,0.67,0.669,0.482,0.483,0.488,0.487,0.484,0.483,23.09,23.0,264.197,264.0,0.621,0.62,11.91,11.93,0.242,0.241,0.318,0.319
es_1nn.yaml,standard,ES,,Circular,2,1000,1000,300,,2,1nn,all,0.009,0.008,0.0,0.0,"0.11,0.11","0.01,0.01","0.51,0.49",0.16,0.16,0.162,0.162,-0.002,-0.002,0.809,0.808,0.757,0.757,0.669,0.668,0.473,0.475,0.552,0.553,5.367,5.0,29.96,26.0,0.691,0.692,1.466,1.354,0.404,0.408,0.318,0.319
two_step.yaml,standard,TS,0.0,Circular,2,1000,1000,300,,2,1nn,all,0.673,0.621,0.0,0.0,"0.11,0.11","0.01,0.01","0.51,0.49",0.16,0.16,0.162,0.162,-0.002,-0.002,0.79,0.79,0.771,0.772,0.72,0.724,0.461,0.464,0.56,0.563,4.703,4.0,6.427,5.0,0.697,0.698,0.571,0.541,0.435,0.435,0.318,0.319
es_true_mse.yaml,standard,ES*,,Circular,2,1000,1000,300,,2,mean_var,all,0.005,0.004,0.0,0.0,"0.11,0.11","0.01,0.01","0.51,0.49",0.16,0.16,0.16,0.16,0.0,0.0,0.811,0.81,0.756,0.757,0.667,0.671,0.474,0.475,0.552,0.553,5.47,5.0,31.183,28.0,0.691,0.691,1.499,1.44,0.404,0.406,0.318,0.319
two_step_full.yaml,standard,TS,1.0,Circular,2,1000,1000,300,,2,1nn,all,0.706,0.654,0.0,0.0,"0.11,0.11","0.01,0.01","0.51,0.49",0.16,0.16,0.162,0.162,-0.002,-0.002,0.788,0.79,0.769,0.771,0.708,0.723,0.453,0.462,0.551,0.561,4.637,4.0,6.357,5.0,0.694,0.697,0.573,0.543,0.428,0.434,0.318,0.319
post_pruned.yaml,standard,CCP,0.0,Circular,2,1000,1000,300,,2,,all,3.113,3.133,0.0,0.0,"0.11,0.11","0.01,0.01","0.51,0.49",0.16,0.16,,,,,0.791,0.791,0.771,0.772,0.723,0.725,0.459,0.462,0.56,0.561,4.9,4.0,6.497,5.0,0.697,0.696,0.569,0.543,0.436,0.436,0.318,0.319
two_step*.yaml,expanded,TS*,0.0,Circular,30,1000,1000,300,,2,mean_var,all,2.86,2.54,0.0,0.0,"0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.129,0.129,0.129,0.129,0.0,0.0,0.821,0.82,0.805,0.805,0.89,0.896,0.523,0.522,0.657,0.659,4.16,4.0,5.47,5.0,0.75,0.751,0.503,0.489,0.572,0.573,0.358,0.358
max_depth.yaml,expanded,MD,,Circular,30,1000,1000,300,,2,,all,0.067,0.064,0.0,0.0,"0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.22,0.21,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02",0.129,0.129,,,,,1.0,1.0,0.705,0.705,0.587,0.588,0.605,0.608,0.595,0.595,16.787,16.0,122.7,123.0,0.683,0.684,10.62,10.633,0.364,0.365,0.358,0.358
es_1nn.yaml,expanded,ES,,Circular,30,1000,1000,300,,2,1nn,all,0.841,0.458,0.0,0.0,"0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.46,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.129,0.129,0.206,0.206,-0.077,-0.077,0.764,0.769,0.729,0.733,0.622,0.635,0.577,0.604,0.591,0.619,2.97,3.0,8.19,8.0,0.703,0.707,0.742,0.69,0.403,0.414,0.358,0.358
two_step.yaml,expanded,TS,0.0,Circular,30,1000,1000,300,,2,1nn,all,1.845,1.48,0.0,0.0,"0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.51,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.129,0.129,0.206,0.206,-0.077,-0.077,0.807,0.816,0.788,0.8,0.831,0.874,0.544,0.537,0.648,0.653,3.78,4.0,5.613,5.0,0.74,0.745,0.541,0.499,0.535,0.563,0.358,0.358
es_true_mse.yaml,expanded,ES*,,Circular,30,1000,1000,300,,2,mean_var,all,0.037,0.037,0.0,0.0,"0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.35,0.35,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01",0.129,0.129,0.129,0.129,0.0,0.0,0.869,0.868,0.766,0.767,0.731,0.735,0.558,0.558,0.631,0.633,5.48,5.0,29.917,28.0,0.726,0.727,1.872,1.789,0.475,0.478,0.358,0.358
post_pruned.yaml,expanded,CCP,0.0,Circular,30,1000,1000,300,,2,,all,15.025,15.044,0.0,0.0,"0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.129,0.129,,,,,0.82,0.82,0.805,0.805,0.891,0.896,0.523,0.522,0.657,0.659,4.193,4.0,5.36,5.0,0.75,0.751,0.499,0.488,0.572,0.573,0.358,0.358
two_step*.yaml,expanded,TS*,0.0,Add. H.I. Jump,10,1000,1000,300,,2,mean_var,all,1.702,1.677,0.0,0.0,"0.16,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.29,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.109,0.109,0.109,0.109,0.0,0.0,0.843,0.845,0.807,0.809,0.78,0.781,0.829,0.831,0.802,0.804,4.297,4.0,9.597,9.0,0.856,0.858,0.532,0.473,0.618,0.622,0.473,0.474
max_depth.yaml,expanded,MD,,Add. H.I. Jump,10,1000,1000,300,,2,,all,0.024,0.024,0.0,0.0,"0.14,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.22,0.25,0.24,0.04,0.04,0.04,0.04,0.04,0.04,0.04",0.109,0.109,,,,,1.0,1.0,0.757,0.758,0.745,0.746,0.742,0.739,0.743,0.743,15.603,15.0,130.28,130.0,0.757,0.757,8.744,8.723,0.513,0.514,0.473,0.474
es_1nn.yaml,expanded,ES,,Add. H.I. Jump,10,1000,1000,300,,2,1nn,all,0.042,0.039,0.0,0.0,"0.15,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.29,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.109,0.109,0.155,0.155,-0.046,-0.046,0.848,0.848,0.805,0.806,0.775,0.774,0.832,0.834,0.801,0.803,3.94,4.0,15.097,16.0,0.861,0.862,0.672,0.642,0.614,0.615,0.473,0.474
two_step.yaml,expanded,TS,0.0,Add. H.I. Jump,10,1000,1000,300,,2,1nn,all,1.162,1.201,0.0,0.0,"0.16,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.29,0.34,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.109,0.109,0.155,0.155,-0.046,-0.046,0.841,0.844,0.808,0.809,0.78,0.781,0.831,0.835,0.803,0.806,4.077,4.0,9.133,8.5,0.856,0.859,0.512,0.47,0.619,0.623,0.473,0.474
es_true_mse.yaml,expanded,ES*,,Add. H.I. Jump,10,1000,1000,300,,2,mean_var,all,0.014,0.014,0.0,0.0,"0.15,0.11,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.27,0.31,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01",0.109,0.109,0.109,0.109,0.0,0.0,0.891,0.891,0.793,0.794,0.771,0.772,0.803,0.807,0.786,0.785,5.653,6.0,38.543,41.0,0.834,0.832,1.876,1.84,0.587,0.588,0.473,0.474
post_pruned.yaml,expanded,CCP,0.0,Add. H.I. Jump,10,1000,1000,300,,2,,all,5.534,5.549,0.0,0.0,"0.16,0.11,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.29,0.34,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.109,0.109,,,,,0.844,0.844,0.808,0.81,0.782,0.784,0.827,0.83,0.802,0.804,4.467,4.0,9.51,9.0,0.856,0.858,0.537,0.473,0.619,0.624,0.473,0.474
two_step*.yaml,expanded,TS*,0.0,Add. H.I. Jump,100,1000,1000,300,,2,mean_var,all,18.296,16.204,0.0,0.0,"0.14,0.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.29,0.34,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.109,0.109,0.109,0.109,0.0,0.0,0.827,0.827,0.801,0.801,0.758,0.756,0.858,0.866,0.803,0.804,3.37,3.0,6.02,6.0,0.842,0.844,0.486,0.469,0.612,0.612,0.473,0.473
